C3mCall,r,date,time,address,X,Y
3067,Code3Med,2011-02-09,21:11:52,100NW25TH                                             STCORVALLIS      ,7475981.037,329449.5415
3068,Code3Med,2011-02-09,21:16:45,3000NWGREENBRIAR                                       PLCORVALLIS      ,7485627.523,341462.2498
3069,Code3Med,2011-02-09,21:47:06,22900HIGHWAY 34                                       HWYPHILOMATH      ,7499051.073,356164.4744
3070,Code3Med,2011-02-09,22:06:18,3700NWSAMARITAN                                        DRCORVALLIS      ,7488973.37,366731.3612
3071,Code3Med,2011-02-09,22:22:19,2500SWPICKFORD                                         STCORVALLIS      ,7487664.099,352669.2629
3072,Code3Med,2011-02-09,22:49:02,26700NWSULPHUR SPRINGS                                  RDCorvallis,7495120.09,346125.5636
3073,Code3Med,2011-02-09,22:54:12,28000BellfountainRDMonroe,7499163.953,377595.6439
3074,Code3Med,2011-02-09,22:59:57,30100BEAVER CREEK                                     RDCorvallis,7504609.474,290625.9833
3075,Code3Med,2011-02-09,23:04:25,5600SWWEST HILLS                                       RDCORVALLIS      ,7491696.073,316611.5804
3076,Code3Med,2011-02-09,23:07:48,3600NWSAMARITAN                                        DRCORVALLIS      ,7483057.492,373779.6746
3077,Code3Med,2011-02-09,23:08:42,1000NWHayesAVECorvallis,7496293.19,326033.7328
3078,Code3Med,2011-02-09,23:17:10,1400NWDIXON                                            STCORVALLIS      ,7501563.225,344660.7301
3079,Code3Med,2011-02-10,00:02:59,3300NWSILKTASSEL                                       DRCORVALLIS      ,7502587.19,345967.9322
3080,Code3Med,2011-02-10,00:21:38,400SWMADISON                                          AVECORVALLIS      ,7483096.301,338193.6681
3081,Code3Med,2011-02-10,00:37:21,200NECONIFER                                          BLVDCORVALLIS      ,7497045.87,372009.8621
3082,Code3Med,2011-02-10,02:30:43,24500OLD PEAK                                         RDMonroe,7485591.259,338171.2165
3083,Code3Med,2011-02-10,02:36:08,0NW4TH                                              AVECORVALLIS      ,7482329.379,339891.641
3084,Code3Med,2011-02-10,02:37:40,0SWWashingtonAVECORVALLIS      ,7493239.725,351734.6706
3085,Code3Med,2011-02-10,03:36:11,3700NWSAMARITAN                                        DRCORVALLIS      ,7520754.924,340017.3252
3086,Code3Med,2011-02-10,04:09:23,300SW8thSTCorvallis,7491013.686,338249.558
3087,Code3Med,2011-02-10,04:43:29,3600NWSAMARITAN                                        DRCORVALLIS      ,7506286.841,343213.0971
3088,Code3Med,2011-02-10,04:49:32,1300NWKAINUI                                           DRCorvallis,7489981.281,361273.2039
3089,Code3Med,2011-02-10,04:59:56,100NW21ST                                             STCORVALLIS      ,7491717.817,321083.6886
3090,Code3Med,2011-02-10,05:00:30,2700NWHIGHLAND                                         DRCORVALLIS      ,7511535.227,324678.0637
3091,Code3Med,2011-02-10,05:00:37,1100NW9thSTCorvallis,7475466.5,341715.668
3092,Code3Med,2011-02-10,05:00:51,0NWCircleBLVDCorvallis,7495364.919,310796.6737
3093,Code3Med,2011-02-10,05:12:34,600NWHARRISON                                         BLVDCORVALLIS      ,7460798.14,336169.3455
3094,Code3Med,2011-02-10,06:08:39,700NW12thSTCorvallis,7504667.743,346245.5105
3095,Code3Med,2011-02-10,06:37:21,300NECONIFER                                          BLVDCORVALLIS      ,7503599.693,370777.9589
3096,Code3Med,2011-02-10,07:07:54,6200NWPonderosaAVECorvallis,7469816.839,333062.2402
3097,Code3Med,2011-02-10,07:19:10,0ALSEA DEADWOOD HWY                               RDAlsea,7501914.578,367882.9682
3098,Code3Med,2011-02-10,07:19:58,2600NWROLLING GREEN                                    DRCORVALLIS      ,7501235.171,308197.9707
3099,Code3Med,2011-02-10,07:20:43,2300NWKINGS                                            BLVDCORVALLIS      ,7494517.223,343241.447
3100,Code3Med,2011-02-10,07:29:42,1400NW20TH                                             STCORVALLIS      ,7497531.289,324516.1585
3101,Code3Med,2011-02-10,08:08:46,300NECONIFER                                          BLVDCORVALLIS      ,7479002.521,346285.9383
3102,Code3Med,2011-02-10,08:22:12,3600NWSAMARITAN                                        DRCORVALLIS      ,7503062.483,327675.4735
3103,Code3Med,2011-02-10,08:37:03,400SW26TH                                             STOSU            ,7492222.624,358225.8286
3104,MVA,2011-02-10,08:55:52,3600NWSAMARITAN                                        DRCORVALLIS      ,7523010.322,363193.2942
3105,MVA,2011-02-10,11:00:54,300NW26TH                                             STCORVALLIS      ,7514551.878,365045.6153
3106,Code3Med,2011-02-10,11:21:48,4700SWBIRDSONG                                         DRCORVALLIS      ,7487356.531,326347.7611
3107,Code3Med,2011-02-10,11:56:25,400SWMONROE                                           AVECORVALLIS      ,7492636.336,344920.3058
3108,Code3Med,2011-02-10,12:33:23,24400HIGHWAY 99W                                      HWYMonroe,7495346.77,329648.3229
3109,Code3Med,2011-02-10,13:03:51,2400SWLEONARD                                          STCORVALLIS      ,7506922.118,355528.4166
3110,Code3Med,2011-02-10,13:28:46,600NW13TH                                             STCORVALLIS      ,7501654.042,333826.2851
3111,Code3Med,2011-02-10,14:04:25,3600NWSAMARITAN                                        DRCORVALLIS      ,7513587.472,325242.9371
3112,Code3Med,2011-02-10,14:20:15,200NECONIFER                                          BLVDCORVALLIS      ,7515943.508,326242.4641
3113,Code3Med,2011-02-10,14:25:36,5000SWWEST HILLS                                       RDCORVALLIS      ,7485080.42,327824.3068
3114,Code3Med,2011-02-10,14:32:19,800NW9thSTCorvallis,7483328.685,344671.0403
3115,Code3Med,2011-02-10,15:06:51,400NWMonroeAVECorvallis,7505829.138,340113.8518
3116,Code3Med,2011-02-10,15:47:09,200NECONIFER                                          BLVDCORVALLIS      ,7490782.175,295955.9587
3117,MVA,2011-02-10,15:57:29,019TH                                             STPHILOMATH      ,7501160.973,313886.6556
3118,Code3Med,2011-02-10,16:36:53,1700SW3RD                                              STCORVALLIS      ,7477566.573,333323.229
3119,MVA,2011-02-10,16:38:01,0NEHIGHWAY 99W                                      AVEAdair Village,7499411.585,303601.887
3120,Code3Med,2011-02-10,16:48:00,3600NWSAMARITAN                                        DRCORVALLIS      ,7508511.731,350236.5367
3121,MVA,2011-02-10,17:13:11,26800BellfountainRDBellfount,7504111.523,306165.9676
3122,Code3Med,2011-02-10,18:05:09,500SW3rdSTCorvallis,7512104.149,334238.6623
3123,Code3Med,2011-02-10,18:23:02,300SW9TH                                              STCORVALLIS      ,7495137.269,331180.7027
3124,Code3Med,2011-02-10,18:31:55,200NWMonroeAVECorvallis,7508689.892,338676.649
3125,MVA,2011-02-10,18:36:16,100NECONIFER                                          BLVDCORVALLIS      ,7499749.393,310442.1344
3126,Code3Med,2011-02-10,19:12:40,1500NWJACKSON                                          AVECORVALLIS      ,7439267.986,320855.2599
3127,Code3Med,2011-02-10,19:12:50,2200NWSUNVIEW                                          DRCORVALLIS      ,7495549.862,337261.7536
3128,Code3Med,2011-02-10,19:14:34,2900SWCAMPUS                                           WAYOSU            ,7498663.042,386356.264
3129,Code3Med,2011-02-10,19:26:19,9100NWARBORETUM                                        RDCORVALLIS      ,7495248.95,329525.679
3130,Code3Med,2011-02-10,19:37:10,2000SECrystal LakeDRCorvallis,7514486.941,326363.6996
3131,Code3Med,2011-02-10,19:56:37,1000NWSPRUCE                                           AVECORVALLIS      ,7477103.447,343494.2022
3132,Code3Med,2011-02-10,20:05:02,3500NWSamaritanDRCorvallis,7496769.605,342703.3064
3133,Code3Med,2011-02-10,21:12:49,24700STOVALL                                          LNPhilomath,7494150.41,332980.0582
3134,MVA,2011-02-10,21:33:26,400SW4thSTCorvallis,7524459.948,343103.9938
3135,Code3Med,2011-02-10,21:54:44,1700MCBEE                                            RDPHILOMATH      ,7464965.03,361823.487
3136,Code3Med,2011-02-10,21:58:05,700SW26TH                                             STOSU            ,7506141.289,367708.8339
3137,Code3Med,2011-02-10,22:03:04,4700SWHOLLYHOCK                                        CIRCORVALLIS      ,7460069.191,340108.6482
3138,Code3Med,2011-02-10,22:54:06,300NW23RD                                             STCORVALLIS      ,7498616.534,304728.0036
3139,Code3Med,2011-02-10,23:08:25,2700NWHIGHLAND                                         DRCORVALLIS      ,7503895.768,349093.8936
3140,Code3Med,2011-02-10,23:44:46,700SW56TH                                             STCORVALLIS      ,7499394.796,347317.2521
3141,Code3Med,2011-02-10,23:46:07,800NE2ndSTCorvallis,7507624.952,355701.8216
3142,Code3Med,2011-02-11,01:32:15,3100NEPOWDERHORN                                       PLCORVALLIS      ,7487253.134,345300.591
3143,Code3Med,2011-02-11,01:42:26,400NW11TH                                             STCORVALLIS      ,7493630.349,304485.8678
3144,Code3Med,2011-02-11,01:48:57,200NECONIFER                                          BLVDCORVALLIS      ,7495995.007,331744.3028
3145,Code3Med,2011-02-11,01:50:28,1100NW11TH                                             STCORVALLIS      ,7483803.94,324429.5775
3146,Code3Med,2011-02-11,01:54:57,3000NWORCHARD                                          AVECORVALLIS      ,7493960.731,328221.4201
3147,Code3Med,2011-02-11,02:02:40,5200SWMEADOW FLOWER                                    DRCORVALLIS      ,7491231.068,370677.4234
3148,Code3Med,2011-02-11,02:10:11,26800BELLFOUNTAIN                                     RDBELLFOUNT      ,7488416.398,342698.9558
3149,Code3Med,2011-02-11,02:14:17,300SWPLEASANT                                         PLCORVALLIS      ,7501426.61,356907.5356
3150,Code3Med,2011-02-11,02:58:53,100NW7TH                                              STCORVALLIS      ,7512106.026,321405.6367
3151,Code3Med,2011-02-11,03:10:17,200SWTWIN OAKS                                        CIRCORVALLIS      ,7504320.122,353093.0562
3152,Code3Med,2011-02-11,03:36:42,3000NWGARFIELD                                         AVECORVALLIS      ,7490769.516,310483.9149
3153,Code3Med,2011-02-11,03:47:03,1000MAIN                                             STPHILOMATH      ,7496664.105,357813.8479
3154,MVA,2011-02-11,03:47:42,1000NECONIFER                                          BLVDCORVALLIS      ,7521679.124,347695.6626
3155,Code3Med,2011-02-11,03:48:53,2200WOODED KNOLLS                                    RDPhilomath,7488146.548,364685.8012
3156,Code3Med,2011-02-11,04:01:24,0HIGHWAY 99W                                      HWYMonroe,7494906.534,344830.6746
3157,Code3Med,2011-02-11,04:18:33,0NW29TH                                             BLVDCORVALLIS      ,7492361.037,357450.9226
3158,Code3Med,2011-02-11,04:21:13,2700NWHIGHLAND                                         DRCORVALLIS      ,7514986.053,322762.9398
3159,Code3Med,2011-02-11,04:22:46,5000SWROSEBERRY                                        STCORVALLIS      ,7506582.885,340430.8448
3160,Code3Med,2011-02-11,04:56:03,800NW23RD                                             STCORVALLIS      ,7483944.193,359944.801
3161,Code3Med,2011-02-11,05:31:39,400NWELKS                                             DRCORVALLIS      ,7499329.239,372642.4676
3162,Code3Med,2011-02-11,05:43:41,3600NWSAMARITAN                                        DRCORVALLIS      ,7494030.698,338330.0756
3163,Code3Med,2011-02-11,05:55:33,3500NELANCASTER                                        STCORVALLIS      ,7502238.56,354908.925
3164,Code3Med,2011-02-11,06:07:01,0SWPHILOMATH                                        BLVDCORVALLIS      ,7487202.654,322501.4841
3165,Code3Med,2011-02-11,06:09:36,0NWKINGS                                            AVECORVALLIS      ,7495880.41,369870.7302
3166,Code3Med,2011-02-11,06:19:46,400NWELKS                                             DRCORVALLIS      ,7473882.447,307829.9766
3167,Code3Med,2011-02-11,06:23:33,5200SWPHILOMATH                                        BLVDCORVALLIS      ,7466652.889,334555.2379
3168,Code3Med,2011-02-11,06:33:54,400SWWEATHERFORD                                      PLOSU            ,7460620,337633.5017
3169,Code3Med,2011-02-11,06:43:50,1700MAIN                                             STPHILOMATH      ,7508720.072,349784.3497
3170,Code3Med,2011-02-11,06:48:46,7300CUTLER                                           LNPhilomath,7490667.087,301174.6213
3171,Code3Med,2011-02-11,07:03:41,1900NWHIGHLAND                                         DRCORVALLIS      ,7492602.999,312828.6077
3172,Code3Med,2011-02-11,07:06:12,400NEPLYMOUTH                                         CIRCORVALLIS      ,7488379.514,337113.451
3173,Code3Med,2011-02-11,07:17:45,7300CUTLER                                           LNPhilomath,7501277.094,347303.2185
3174,Code3Med,2011-02-11,07:29:55,4700SWHollyhockCIRCorvallis,7504961.256,364373.1784
3175,Code3Med,2011-02-11,07:35:10,800NE2ND                                              STCORVALLIS      ,7482250.505,371750.0796
3176,Code3Med,2011-02-11,07:37:33,500NW27TH                                             STCORVALLIS      ,7479277.276,352683.0991
3177,Code3Med,2011-02-11,08:44:05,39400LUCKIAMUTE                                       RDPhilomath,7485828.623,366370.63
3178,Code3Med,2011-02-11,08:55:09,1900NWESTAVIEW                                         DRCORVALLIS      ,7499783.669,323719.2393
3179,MVA,2011-02-11,08:56:43,3300NWFIREFERN                                         PLCORVALLIS      ,7512786.139,363588.3399
3180,Code3Med,2011-02-11,09:25:09,2700NWHIGHLAND                                         DRCORVALLIS      ,7497210.452,346418.2487
3181,Code3Med,2011-02-11,09:25:27,3600NWSamaritanDRCorvallis,7485061.584,340255.1765
3182,Code3Med,2011-02-11,09:33:37,0SW15thSTOSU            ,7482514.003,329728.5614
3183,Code3Med,2011-02-11,09:36:05,3700NWSAMARITAN                                        DRCORVALLIS      ,7496001.893,362064.1643
3184,Code3Med,2011-02-11,09:37:29,0NWWalnutAVECorvallis,7485751.362,374301.9339
3185,Code3Med,2011-02-11,09:43:31,1000NWGarfieldAVECorvallis,7481010.717,341173.6425
3186,Code3Med,2011-02-11,09:51:22,800MARILYN                                          DRPHILOMATH      ,7497824.699,338185.6732
3187,Code3Med,2011-02-11,09:54:21,4700SWHollyhockCIRCorvallis,7501161.006,351926.4898
3188,Code3Med,2011-02-11,10:22:56,1000NWHOBART                                           AVECORVALLIS      ,7470951.925,346558.9075
3189,Code3Med,2011-02-11,10:33:52,1300MAIN                                             STPHILOMATH      ,7497279.859,356618.3661
